,Review,Rate,Device,Review_length
2324,Quá rẻ luôn,5,Honor 7A (No.00476083),9
2325,Đang dùng máy chơi game mượt,5,Honor 7A (No.00476083),23
2326,"tìm mãi mới thấy cái máy 3 triệu màn hình lớn lớn chút, mấy con cùng giá con thì màn bé wa, con thì viền thô. Em này nói chug xài ok, hiển thị đẹp, thích màu xanh nên mới mua con này.",4,Honor 7A (No.00476083),141
2327,"Sản phẩm dứoi 3tr lại có những tính năng như vậy, thật sự quá tuyệt vời",5,Honor 7A (No.00476083),56
2328,Tuyệt vời với phân khúc giá,5,Honor 7A (No.00476083),22
2329,"Giá hợp lí ,máy cấu hình mạnh, viên pin trâu thích hợp cho ng dùng",5,Honor 7A (No.00476083),52
2330,"Sản phẩm vừa mở khóa khuôn mặt vừa vân tay rất tiện, cầm nắm chắc khá là sang, loa nghe nhạc to rõ. rất hài lòng.",5,Honor 7A (No.00476083),88
2331,"Máy thiết kế đẹp cấu hình tốt trong tầm giá Nhân viên dễ thương tư vấn nhiệt tình, tốt. 5 sao xứng đáng",5,Realme 2 (No.00512084),81
2332,Máy rất tốt. Pin cực trâu. Bộ nhớ ổn. Chơi game bao mượt. Máy như đây mà tầm giá này là quá tốt. Nhân viên tư vấn vui vẻ. Đây là những đánh giá trong 2h xử dụng đầu tiên,5,Realme 2 (No.00512084),130
2333,Cho hỏi realme 2 còn ở thành phố huế không ạ,5,Realme 2 (No.00512084),34
2334,"Pin rất trâu mình lướt FB 1,5 ngày vẫn còn 45% và sạc rất nhanh Cám thì OK",4,Realme 2 (No.00512084),57
2335,Máy pin kém quá,2,Realme 2 (No.00512084),12
2336,Con này với xiaomi mia 2 lite con nào êm hơn vậy,4,Realme 2 (No.00512084),37
2337,Cho mình hỏi là máy này có sạc nhanh ko vậy mà nếu có thì là loại nào,4,Realme 2 (No.00512084),52
2338,Quá đẹp. Very good,5,Realme 2 (No.00512084),15
2339,"Máy thiết kế đẹp, màn hình to dễ sử dụng. Camera đẹp và chơi game không bị lag. Tuy nhiên máy hơi hao pin, nếu cải thiện được điểm này thì hoàn hảo!",5,Realme 2 (No.00512084),116
2340,Máy ngon vvvvvvvv,5,Realme 2 (No.00512084),15
2341,mọi thứ tốt như tui zô YouTube thì cái định mệnh video HK tràn màn hình vãi thịt bò xào,4,Realme 2 (No.00512084),68
2342,Điện thoại về ngoại hình thì đẹp...Chơi game thì chưa bắt tạy mới mua chua tes 😋😋 nhân viên FPT Dẽ thương ...nhưng hơi bị nhoy ...như toàn gái xinh 😘😘 cute phố mai về xong tui,5,Realme 2 (No.00512084),139
2343,Pin rat trâu sử dụng dc 2ngày.màn hình đẹp thiết kế đẹp.chơi game thì rất mượt game nặng thì lúc ấm lên bị lang nhưng k đáng kể.camera mk k ưng lm max ảo .cị tư vấn khách hàng rất dễ thương.mk ms mua dc 2ng k pk thgian sau pị x k chuk htai rất tốt và trong tầm giá,4,Realme 2 (No.00512084),204
2344,Cảm nghĩ của tui con mấy này rất tốt không biết Realme 2 có chống nước được không ha FPT.Shop,5,Realme 2 (No.00512084),74
2345,Em này có trả góp 0% không bạn,4,Realme 2 (No.00512084),23
2346,dung lương pin chưa tốt lắm,4,Realme 2 (No.00512084),22
2347,"sản phẩm nhìn rất ưng ý ,tuyệt vời hiện nay fpt cần thơ có bán không vậy ?",5,Realme 2 (No.00512084),57
2348,Realme c1 còn hàng không ạ e muốn mua 1 cái ạ,4,Realme C1 (No.00512086),34
2349,"máy thì dùng ổn nhưng fptshop bán hàng k bằng những chỗ khác, họ có cả khuyến mãi tặng pmh và thẻ nhớ 32g, sẽ k mua ở fptshop thêm 1 lần nào nữa.",1,Realme C1 (No.00512086),112
2350,Sử dụng tốt ! Giá thành rẻ ! Máy khoẻ ! Pin cực trâu ! Chơi game mượt mà ! 5* cho 1 sản phẩm đến từ thương hiệu mới !,5,Realme C1 (No.00512086),87
2351,"Máy rất đáng giá tiền, cảm ứng tốt, hiệu năng ổn, cam chụp độ phân giải chưa cao phóng to ảnh bị rỗ, màn hình tai thỏ đẹp, nhưng ko dùng đc nhiều đa nhiệm, dùng về sau có hiện tượng giật, lag 1 chút. Nhưng với tầm giá và thiết kế như này thì các bạn nên mua",5,Realme C1 (No.00512086),199
2352,Điện thoại giá tầm này có bán trả góp ko shop,3,Realme C1 (No.00512086),35
2353,Dúng rất tốt nhưng thấy loa hơi nhỏ,5,Realme C1 (No.00512086),28
2354,Có được tặng phiếu mua hàng không?,5,Realme C1 (No.00512086),28
2355,Cho mình hỏi máy được đổi trả trong vòng mấy ngày vậy ạ !,4,Realme C1 (No.00512086),44
2356,"trên cả tuyệt vời,mới mua ,xài rất ngon,pin trâu",5,Realme C1 (No.00512086),40
2357,E mới mua chua dc nửa tháng. Giờ muốn đổi lại cai vmast joy 1 dc k ạ,3,Realme C1 (No.00512086),51
2358,thiếu mỗi cái tai nghe để chơi -there is not microphone,4,Realme C1 (No.00512086),45
2359,Máy này sử dụng rất tuyệt vời.,5,Realme C1 (No.00512086),24
2360,Máy này sử dụng rất tuyệt vời.,5,Realme C1 (No.00512086),24
2361,"Vừa mới mua Realme c1 tại : 109 Nguyễn Huệ, P. An Lộc, Thị xã Bình Long, Bình Phước. Nhân viên bán hàng rất nhiệt tình và thân thiện. Sẽ tiếp tục ủng hộ shop :))",5,Realme C1 (No.00512086),126
2362,"Máy chơi game pubg cũng khá là mượt, chơi liên quân thì maxsting vẫn mượt nói chung là máy rất tốt",4,Realme C1 (No.00512086),78
2363,xai muot ch game ko lag mong giao hang som :),5,Realme C1 (No.00512086),35
2364,"noi chug tam gia z la wa ok roi,pin lau chay muot cam vua dug theo tam gia...",5,Realme C1 (No.00512086),60
2365,Lần đầu tiên mua hàng ở FPT SHOP mà dk em nhân viên tên là Vân ở 205 Nguyễn Văn Cừ Bắc ninh nhiệt tình wa. Lần sau mua j thì ra fpt shop mua thui mình thấy fpt shop nhân viên thân thiện hơn điện máy xanh . Yeu em realme c1.,5,Realme C1 (No.00512086),171
2366,Lần đầu tiên mua hàng ở FPT SHOP mà dk em nhân viên tên là Vân ở 205 Nguyễn Văn Cừ Bắc ninh nhiệt tình wa. Lần sau mua j thì ra fpt shop mua thui mình thấy fpt shop nhân viên thân thiện hơn điện máy xanh . Yeu em realme c1.,5,Realme C1 (No.00512086),171
2367,Máy này có cấu hình giống hệt oppo a3s bản 16GB nhưng giá rẻ hơn 1tr và xài rất tốt pin bền đến giờ dùng đc 3 tháng ko vấn đề gì,5,Realme C1 (No.00512086),97
2368,Mới mua được 1 ngày chơi thấy em này quá ngon,5,Realme C1 (No.00512086),35
2369,tuy đang đặt hàng nhưng nói chung máy đẹp giá ok,5,Realme C1 (No.00512086),38
2370,Rất tuyệt vời nhân viên phục vụ chu đáo,5,Realme C1 (No.00512086),31
2371,Hợp lí máy tuyệt vời pin trâu bò chơi lq ok,5,Realme C1 (No.00512086),39
2372,"Mua đc 1 tuần, máy rất tốt cho 5 sao :v",5,Realme C1 (No.00512086),29
2373,máy đẹp rẻ nữa,5,Realme C1 (No.00512086),11
2374,Thế mua máy realme c1 cũ chơi game có ngon ko ạ,5,Realme C1 (No.00512086),36
2375,Pin trâu chụp ảnh đẹp. Ngon trong tầm giá,5,Realme C1 (No.00512086),33
2376,Sản phẩm rất tốt.pin trâu tầm giá này là ngon r các b ạ..liên quân mượt.,5,Realme C1 (No.00512086),57
2377,"Pin trâu, chơi Liên quân, pubg ổn ko giật, camera kép chụp hình ổn, giá 2m5 là hợp lý rồi vì con Oppo A3s cấu hình cũng y chang mà mắc hơn nhiều!",5,Realme C1 (No.00512086),113
2378,"Pin trâu, chơi Liên quân, pubg ổn ko giật, camera kép chụp hình ổn, giá 2m5 là hợp lý rồi vì con Oppo A3s cấu hình cũng y chang mà mắc hơn nhiều!",5,Realme C1 (No.00512086),113
2379,"Pin trâu, chơi game mượt , camera tốt,... nói chung tuyệt vời cho 5 sao",5,Realme C1 (No.00512086),57
2380,"Cho eml hỏi, em có thể đặt hàng tại huyện Chợ Mới tỉnh Bắc k ạ",4,Realme C1 (No.00512086),47
2381,Tra gop 0% đi. tết đến rồi,2,Realme C1 (No.00512086),20
2382,Sản phẩm tốt. Nhưng 1 Sao thôi 5 Sao là China rồi,1,Realme C1 (No.00512086),38
2383,Sài được 2 tháng tốt,5,Realme C1 (No.00512086),16
2384,Có máy ở shop ko ạ,4,Realme C1 (No.00512086),13
2385,Realme c1 khu vực huyện tĩnh gia tỉnh thanh hóa còn hàng không shop,4,Realme C1 (No.00512086),54
2386,trên cả tuyệt vời. nhất là mượt và pin cực trâu,5,Realme C1 (No.00512086),37
2387,Máy xài êm mượt so với tầm giá. Chơi liên quân cũng mượt . chỉ có điều lúc đợi vào trận . nhìn màng hình như bị nhiễm sống . tên nhân vật nó cứ như công giật lag ak. Ai có bị giống tui ko hay tại máy,5,Realme C1 (No.00512086),151
2388,cửa hàng có máy trải nghiệm k z,2,Realme C1 (No.00512086),24
2389,Realme C1 rất ok trong phân khúc giá này.,5,Realme C1 (No.00512086),33
2390,Mua ở đây lâu có máy quá,1,Realme C1 (No.00512086),18
2391,Sao tải pubg về là hết dung lượng luôn vậy. Không vào đc game,4,Realme C1 (No.00512086),48
2392,Cũng chưa thấy máy đâu,1,Realme C1 (No.00512086),18
2393,2 tuần từ ngày đặt. máy đâu ..???,2,Realme C1 (No.00512086),26
2394,2 tuần từ ngày đặt. máy đâu ..???,2,Realme C1 (No.00512086),26
2395,Tuyệt mình mới mua về sử dụng một tuần rất hài lòng với máy và nhân viên fpt,5,Realme C1 (No.00512086),59
2396,"Mới đặt lúc sáng, đến chiều đã nhận đc máy. Máy đẹp, chụp ảnh sáng và sắc nét. Cảm ơn sự nhiệt tình của đội ngũ FPT shop.",5,Realme C1 (No.00512086),94
2397,Máy gì mà sài quài k thấy hết bin,5,Realme C1 (No.00512086),25
2398,Tốt pin trâu xem Youtube cả ngày ko hết pin.,5,Realme C1 (No.00512086),35
2399,Tốt nhất trong tầm giá chưa có máy nào bằng đc trong tầm giá 2tr5,5,Realme C1 (No.00512086),51
2400,nhìn kết cấu cũg đẹp như treo2 app thì lại bay 1 app,5,Realme C1 (No.00512086),40
2401,Máy thiết kế đẹp. Pin trâu. Mỗi tội màn hình không đẹp lắm. Nhân viên Giao hàng nhanh,5,Realme C1 (No.00512086),68
2402,máy ổn mà sạc lâu quá 5-6 tiếng mới đầy,4,Realme C1 (No.00512086),30
2403,"Nhân viên dễ thương, nhiệt tình, máy đẹp, tốt trong tầm giá. Cám ơn FPT nhen... 😀",5,Realme C1 (No.00512086),65
2404,sao của m đặt máy mà chờ mãi k có hàng vậy shop,3,Realme C1 (No.00512086),35
2405,"Đặt hàng hôm kia, chiều hôm qua nhận máy, sáng nay test thử pin OK ( dùng uc browser, shoppe, 1 giờ tụt 6% pin) chỉ cần vậy thôi. Mà sao FPT giao hàng không có hóa đơn nhỉ.",4,Realme C1 (No.00512086),134
2406,"Máy ngon bổ rẻ, pin rất trâu, nhân viên phục vụ nhanh nhẹn nhiệt tình",5,Realme C1 (No.00512086),55
2407,Quá tốt trong tầm giá. Cảm ơn cô Tuyết gọi điện cho mình đến nhận máy. nói chuyện ngọt ngào dễ thương. Mình sẽ ủng hộ FPT trong thời gian tới,5,Realme C1 (No.00512086),111
2408,"Trưa gọi điện cho tổng đài FPT mua máy , nhân viên tư vấn nhiệt tình, 1 tiếng sau nhân viên giao hàng tới thái độ phục vụ tốt, mình mua và giá 2390k cộng thêm 90k tiền dán miếng dán trước sau, nói chung cũng khá ok. -Vê máy màn hình độ sáng cao, ko ám vàng, góc nhìn chưa được tốt. -Vê hiệu năng trên giá thành antutu mình chấm đạt hơn 70k, 3d hơn 12k. -về pin 4230k rất trâu, điểm chê là máy ko hỗ trợ sạc nhanh. -thiết kế ko phải bàn , mà trước thiết kế tai thỏ, nhận diện khuôn mặt, camra ai, chụp xoá phông trước sau ,tuy ko đẹp nhưng cũng tạm chất nhận đc. -",5,Realme C1 (No.00512086),439
2409,"đặt hàng rồi mà vẫn chưa nhận được hàng ạ, mong shop khắc phục tình trạng ạ nhưng em vẫn sẽ ủng hộ shop",5,Realme C1 (No.00512086),80
2410,Đặt tgdd từ mùng 7 không 1 ai liên lạc. Đặt fptshop sau 2’ có người gọi điện. 2 hôm sau thì báo đến shop cách nhà 30m lấy máy. Chưa biết sp chất lượng chế độ thế nào nhưng dịch vụ ăn đứt tgdd,5,Realme C1 (No.00512086),147
2411,khi nao moi co o tp vinh nghe an vay shop,4,Realme C1 (No.00512086),31
2412,Mình muốn mua hàng thì phải làm sao ạ,4,Realme C1 (No.00512086),29
2413,Anh tôi đặt Tgdd hôm trước qua hôm sau có máy ngay. Tôi đặt Fpt từ ngàu đầu đến nay chả có. Hôm 11.11 qua tgdd đặt cọc nay có máy luôn. Bó tay bên fpt. Chia tay luôn,1,Realme C1 (No.00512086),127
2414,Mới ra mắt đc rất nhiều người quan tâm. Đẹp và rất là phù hợp vs mức giá hs/sv...@@,5,Realme C1 (No.00512086),65
2415,Mới ra mắt đc rất nhiều người quan tâm. Đẹp và rất là phù hợp vs mức giá hs/sv...@@,5,Realme C1 (No.00512086),65
2416,"Quái lạ sao nhiều người đặt hàng thì đc mấy rủi còn mình thì không có vậy trời, gọi điện cho mình bữa mùng 7/11 mà hôm nay 13/11 rủi còn chưa có máy nữa , chắn FPT quá ,mong FPT sớm sớm gọi mình lấy hàng nha",3,Realme C1 (No.00512086),160
2417,"Hóng,k bit bh moi có",4,Realme C1 (No.00512086),16
2418,Rất tuyệt vời .m mua bên tgdd . Giờ hết hàng đang đặt bên fpt shop. Nhân viên chu đáo nhiệt tình . Sản phẩm tốt giá rẻ so với cấu hình và thiết kế...cảm ơn rất nhiều....,5,Realme C1 (No.00512086),132
2419,Đẹp quá pin trâu dung lượng ổn,5,Realme C1 (No.00512086),24
2420,Very good. Thank you FPT for not being so complicated like thegioididong.com. I just have to go to fpt and take this.,5,Realme C1 (No.00512086),96
2421,Con may nay k vay.co giao hang gio nay k shop,5,Realme C1 (No.00512086),35
2422,Dùng hỗn hợp liên tục bằg wifi 14 tiếg,5,Realme C1 (No.00512086),30
2423,máy đẹp.chơi game mượt. chụp hình ổn. nhưng cảm ứng có vẻ ko nhậy cho lắm. độ sáng màn hình 70% mới thấy rõ. pin ko trâu như dung lượng vốn có. nhưng so về giá thì ngon rồi...,4,Realme C1 (No.00512086),137
2424,Điện Thoại Realme C1 Quá Đẹp !,5,Realme C1 (No.00512086),24
2425,"2gb ram ...ổn,.... Máy mượt, pin dùng hỗn hợp 5,5 tiếng mất 40% Liên quân max cấu hình fps 30 k tuột , mượt, 2 trận 17p mất 6%",5,Realme C1 (No.00512086),98
2426,Mình là người đầu tiên sở hữu máy tại Cần Giuộc Máy OK có nhiều tính năng Kiểu dáng đẹp,5,Realme C1 (No.00512086),68
2427,Mình là người đầu tiên sở hữu máy tại Cần Giuộc Máy OK có nhiều tính năng Kiểu dáng đẹp,5,Realme C1 (No.00512086),68
2428,Mình là người đầu tiên sở hữu máy tại Cần Giuộc Máy OK có nhiều tính năng Kiểu dáng đẹp,5,Realme C1 (No.00512086),68
2429,Đã nhận được hàng rất OK nguyễn công trứ Tp Ninh Bình Nhân viên nhiệt tình . Trong hộp không thấy gắp sim đâu ?,5,Realme C1 (No.00512086),87
2430,Cảm ơn FPT bên tre nhân viên phục vụ tốt. Mình mới lấy hoi chiều máy ở ngoài ngon hơn mình nghĩ nhiều .chạy mượt,5,Realme C1 (No.00512086),88
2431,Ưng rồi nhưng ko có tiền có gắng kiếm tiền để chiếm đoạt em ấy về,5,Realme C1 (No.00512086),50
2432,"that su la rat ok. dep, re, cau hinh ok, rat phu hop voi sinh vien ngheo nhu tui",5,Realme C1 (No.00512086),62
2433,"Realme C1 với RAM 2GB + ROM 16GB là đủ để xử lý các ứng dụng hàng ngày, thậm chí có thể chơi tốt một số game đòi hỏi cấu hình như Liên Quân, Asphalt, PUBG luôn nhé 500 anh em <3 Chiến thoaiiiii =)))",5,Realme C1 (No.00512086),154
2434,Có ai chỉ em cach mua voi,3,Realme C1 (No.00512086),19
2435,cảm ơn fpt shop vì đã bán realme C1,5,Realme C1 (No.00512086),27
2436,rất nên mua. trải nghiệm khiến mình không thể tin nổi là sản phẩm này chỉ 2 triệu mấy. ngon lành cành đào,5,Realme C1 (No.00512086),83
2437,Giá rẻ mà máy lại bền đẹp khủng tuyệt vời,5,Realme C1 (No.00512086),32
2438,Giá rẻ mà máy lại bền đẹp khủng tuyệt vời,5,Realme C1 (No.00512086),32
2439,Điện thoại này chiến game tốt không shop,5,Realme C1 (No.00512086),33
2440,saan pham ok lam,5,Realme C1 (No.00512086),13
2441,sản phẩm rất tốt,5,Realme C1 (No.00512086),13
2442,Mình rất thích chiếc này. Hóng từng ngày Ram tốt. Pin trâu. Màn hình thì tuyệt vời.,5,Realme C1 (No.00512086),67
2443,Khi nào có hàng alô minh,5,Realme C1 (No.00512086),19
2444,khi nào hàng về đến vn mình vậy,5,Realme C1 (No.00512086),24
2445,khi nào hàng về đến vn mình vậy,5,Realme C1 (No.00512086),24
2446,Max bá trong phân khúc Anh em sinh đôi với Oppo A3s mà giá rẻ hơn 1tr với lại thích màu xanh Chắc chắn là mua 1 em về sài,5,Realme C1 (No.00512086),92
2447,Giá cả hợp lý,4,Realme C1 (No.00512086),10
2448,Ngon trong tầm giá,5,Realme C1 (No.00512086),17
2449,"Cấu hình quá tốt trong tầm giá. Ngoại trừ chip hơi yếu, có lẽ là do giá rẻ. Nếu không có nhu cầu game nặng thì con này ok.",5,Realme C1 (No.00512086),114
2450,Sản phẩm rất tuyệt trong phân khúc giá,5,OPPO F9 (No.00490405),31
2451,"Dùng bền, k bị đơ máy ảnh sau đẹp, game load nhanh",5,OPPO F9 (No.00490405),39
2452,hãng tàu mà ca ngợi hết lời,1,OPPO F9 (No.00490405),21
2453,F9 xài cục sạc xmobile có sao k shop,4,OPPO F9 (No.00490405),28
2454,Với sinh viên thì trả góp oppo f9 phiên bản ram 4G trong bao lâu vậy,4,OPPO F9 (No.00490405),53
2455,Nói chung với bản ram 4g này chơi game khá tốt. Các loại game nặng chạy mượt ít khi sảy ra chuyện giật lag. Và máy không bị nóng. Chụp ảnh rất đẹp về cả 2 camera Pin trâu sạc nhanh. Mỗi nhược điểm là cuộc gọi đến khi đang chơi game thì lại bị lag không bảo vệ được mạng kể cả bật bảo vệ mạng chặn làm phiền. Nhưng với tầm giá 7tr vnd mình đánh giá tốt về mọi mặt,5,OPPO F9 (No.00490405),280
2456,"F9 Xanh phỉ thúy Đã dùng được 1 tháng, cảm thấy khá ok vì cũng không sử dụng nhiều lắm, nhưng lắm lúc có hiện tượng hơi đơ ( k biết do chạm cảm ứng chưa tới hay ntn). Nói chung tạm ổn, nhân viên nhiệt tình",4,OPPO F9 (No.00490405),159
2457,Mình đã mua tại shop hàng rất tốt nhân viên phục vụ nhiệt tình. Pin khá trâu. Chơi game liên quân và lưng rất mượt. Nhưng trình ghi màn hình thì hơi kém.,4,OPPO F9 (No.00490405),121
2458,Tuyệt ... . . .......... ............ Hoàn hảo....................................... . ..........tuyệt vời.......... .......,5,OPPO F9 (No.00490405),114
2459,"Truyền thông kính chúc muôn nhà , trăm vạn sự thành công như ý. Lộc đầu Xuân FPT gửi đến mọi nhà. như ý an khang đoan lộc đầu năm. Niềm tin của yêu muôn nhà",4,OPPO F9 (No.00490405),121
2460,Máy sài mượt. Sạc pin nhanh pin trâu. Nhân viên tư vấn nhiệt tình. Không hai lòng mỗi cái dán miếng dán mặt sau. Dán k đẹp bị dán k đều hay s đấy nó có cục trắng nổi lên. Nhưng đeo ốp nên cx k quan trọng lắm nói chung là hài lòng,5,OPPO F9 (No.00490405),176
2461,"Rất tuyệt vời, tuyệt vời, quá tuyệt vơig, cực kỳ tuyệt. Nói chung tuyệt vời. Tuyệt vời của 2018",5,OPPO F9 (No.00490405),77
2462,"Cho e hỏi , pin của máy F9 này xài có đc lâu hơn A7 k ạ",2,OPPO F9 (No.00490405),39
2463,Rất OK cảm ơn FPT shop nhân viên thì dễ thương nhiệt tình,5,OPPO F9 (No.00490405),45
2464,Sản phẩm tuyệt vời trong phân khúc..không hối han khi mua sản phẩm này NV FPT rất thân thiện nhiệt tình và chuyên nghiệp ❤️❤️❤️❤️❤️ Ngàn tim,5,OPPO F9 (No.00490405),114
2465,Sổ hộ khẩu không có công chứng có mua trả góp được không?,5,OPPO F9 (No.00490405),45
2466,Sản phẩm rất ưng ý ...sạc siêu nhanh..dùng rất mượt mà..nv FPT shop rất thân thiện nhiệt tình OPPO FAN ❤️,5,OPPO F9 (No.00490405),85
2467,Mình đang sử dụng OPPO F9 và cảm thấy rất tuyệt vời,5,OPPO F9 (No.00490405),40
2468,Mình đang sử dụng OPPO F9 và cảm thấy rất tuyệt vời,5,OPPO F9 (No.00490405),40
2469,quá tuyệt vời,5,OPPO F9 (No.00490405),11
2470,sản phẩm đẹp quá,5,OPPO F9 (No.00490405),13
2471,"vừa mới mua ở fptshop 53 nguyễn tất thành buôn mà thuột, máy xài ok, thích cách phục vụ của nhân viên shop này.",5,OPPO F9 (No.00490405),88
2472,Bản Ram 6G Oppo F9 giảm giá ko bạn?,3,OPPO F9 (No.00490405),27
2473,ok sản phẩm tốt,4,OPPO F9 (No.00490405),12
2474,Duyet nhanh,5,OPPO F9 (No.00490405),10
2475,fpt shop mình mua oppo f9 này 2 3 tháng dùng rất ngon. chơi game rất ok nhưng game liên quân thì bị lỗi nút di chuyển mong ftp shop hướng dẫn để khắc phục,4,OPPO F9 (No.00490405),120
2476,Ko gì chê nổi oppo f9,5,OPPO F9 (No.00490405),16
2477,"Dùng mượt, chụp ảnh đẹp",5,OPPO F9 (No.00490405),19
2478,Máy dùng tốt,5,OPPO F9 (No.00490405),10
2479,Máy dùng đc khoảng 2 tháng có tình trạng chậm. App tải rất chán. Nói chung không ổn,2,OPPO F9 (No.00490405),66
2480,"Nhân viên tư vấn nhiệt tình, dễ thương.sản phẩm dùng rất tốt. thiết kế máy đẹp,tinh sảo.mọi thứ điều OK.",5,OPPO F9 (No.00490405),85
2481,Sản phẩm này sử dụng rất tốt.,5,OPPO F9 (No.00490405),23
2482,ok tuyệt vời,5,OPPO F9 (No.00490405),10
2483,"Mới bắt đầu xài ngày đầu tiên,cảm giác rất mượt.nhân viên tư vấn và hỗ trợ trả góp rất nhiệt tình.hi vọng sẽ có trải nghiệm tốt với f9",5,OPPO F9 (No.00490405),106
2484,Máy sạc khá nhanh khoảng hơn 1 tiếng từ 10% đến 99% . Hình như từ 80% chuyển sàn sạc bình thường 2A. Nói chung tạm hài lòng khi sử dụng các tác vụ khác của máy này. Với tầm giá gần 8 triệu vậy là ok rồi.,4,OPPO F9 (No.00490405),191
2485,Dùng mượt mà xạc cực nhanh,5,OPPO F9 (No.00490405),21
2486,Cho e hỏi ở shop con sản phẩm khôg ạ,5,OPPO F9 (No.00490405),27
2487,sản phẩm sử dụng rất tốt...sạc rất nhanh...chụp hình rất đẹp...máy chạy rất mượt...chơi game rất ổn...cấu hình mạnh..loa nghe nhạc rất hay...nói chung máy xài rất ok....,5,OPPO F9 (No.00490405),142
2488,"Độ nhạy kém , vẫn có độ chễ lớn 😑😑😑",3,OPPO F9 (No.00490405),26
2489,Máy mượt và có nhìu ứng dụng thông minh,5,OPPO F9 (No.00490405),31
2490,Cho e hỏi f9 sạc được cục sạc không dây ko ạ,5,OPPO F9 (No.00490405),33
2491,Mua f9 có được km gì k a,3,OPPO F9 (No.00490405),17
2492,Sao e mua f9 mà không đc tặng gói flim vây shop,4,OPPO F9 (No.00490405),36
2493,Máy khá tốt,4,OPPO F9 (No.00490405),9
2494,ad kiêm tra dùm xem tôi mua điện thoại F9 có miễn phí gói xem phim 3 tháng sao không nhận được vậy,1,OPPO F9 (No.00490405),76
2495,hiết kế đẹp pin dùng ổn định và cái mình thích nhất nó có công nghệ sạc nhanh,5,OPPO F9 (No.00490405),60
2496,điện thoại rất tuyệt vời.toi rất hay lòng về sản phẩm này.nó rất thông minh nó hơn hẳn tất cả nhưng điện thoại cùng trang lứa với nó.,5,OPPO F9 (No.00490405),106
2497,Hơi buồn ở chỗ là tặng sạc vooc nhưng dây khô g hỗ trợ,4,OPPO F9 (No.00490405),41
2498,Sản phẩm tốt. Nv nhiệt tình,5,OPPO F9 (No.00490405),22
2499,Thiết kế đẹp pin dùng ổn định và cái mình thích nhất nó có công nghệ sạc nhanh VOOC.mình hài lòng về sản phẩm này,5,OPPO F9 (No.00490405),89
2500,5 phút sạc 2 giờ liên lạc,5,OPPO F9 (No.00490405),19
2501,"Thấy đc mỗi cái là sạc nhanh.lỡ mua rồi,biết sao Jo,game thì giật nhiều lúc muốn cho vào tường.ae có ý muốn mua thì đến shop trải nghiệm trước.",1,OPPO F9 (No.00490405),115
2502,vào fpt được Linh Đàm mua được mấy e tư vấn là được tặng sạc dự phòng. sau mình nhận máy mà ko trả sạc cho mình. tư vấn ko đến nơi đến chốn... chỉ nhanh nhanh nói khách chốt đơn. chốt xong đơn ko quan tâm đến quyền lợi của khách hàng..... buồn,1,OPPO F9 (No.00490405),190
2503,Nhân viên phục vụ tuyệt vời máy sử dụng rất tốt,5,OPPO F9 (No.00490405),46
2504,"Mua máy từ 5/9 , dùng cảm thấy tuyệt vời.sac nhanh,pin khỏe, mình không chơi game, thấy pin dùng xem Youtube, lướt Facebook quá OK, nhân viên của FPT shop, rất nhiệt tình",5,OPPO F9 (No.00490405),138
2505,"6 ngày xài đt cảm thấy đt rất mượt, tốt, pin trâu, sạc nhanh, chơi liên quân mượt. Pin 15% sạc tầm 1tiếng à full, pin trâu xài cả ngày mới hết ( có chơi liên quân, xem youtube )",5,OPPO F9 (No.00490405),138
2506,Cho hõi mua trả góp có tặg sạc dự phòng vooc kh,5,OPPO F9 (No.00490405),36
2507,Mua cả 2 tuần rồi sao ko tặng sạc dự phòng,1,OPPO F9 (No.00490405),32
2508,Dùng rất mượt và sạc cực nhanh,5,OPPO F9 (No.00490405),24
2509,"Tôi rất thích sản phẩm này Dùng rất mượt mà, vân tay nhạy, và đúng sạc nhanh luôn 😍😍 Đáng đồng tiền bỏ ra",5,OPPO F9 (No.00490405),82
2510,Tôi đánh giá sp tốt,4,OPPO F9 (No.00490405),15
2511,Mặt sao bằng nhựa,1,OPPO F9 (No.00490405),14
2512,F9 xài rất mượt. Lướt rất đã tay,5,OPPO F9 (No.00490405),25
2513,Sạc VOOC có sạc được các máy khác k shop,4,OPPO F9 (No.00490405),31
2514,Cho mình hỏi Shop có kính dán cường lực oppo f9 không,5,OPPO F9 (No.00490405),42
2515,Cho em hỏi mình mua trả góp vậy có được tặng sạc dự phòng không ạ,5,OPPO F9 (No.00490405),50
2516,Máy dùng tốt. Nhân viên rất nhiệt tình,5,OPPO F9 (No.00490405),31
2517,"Dùng rất tốt, mọi cái rất tuyệt vời! Nhân viên nhiệt tình phục vụ chu đáo",4,OPPO F9 (No.00490405),58
2518,Mình rất thích chiếc smartphone này,5,OPPO F9 (No.00490405),35
2519,Mình sài rồi..máy khá trong tầm tiền,5,Oppo A71K (No.00454674),30
2520,Tốt trong tầm giá. Chỉ 3 triệu mà có snap 450. Ram 2 gb tạm được nhưng bộ nhớ hơi kém có 16gb à. Mình tải 1 số ứng dụng mà đã đầy bộ nhớ,3,Oppo A71K (No.00454674),102
2521,Tốt trong tầm giá. Chỉ 3 triệu mà có snap 450. Ram 2 gb tạm được nhưng bộ nhớ hơi kém có 16gb à. Mình tải 1 số ứng dụng mà đã đầy bộ nhớ,3,Oppo A71K (No.00454674),102
2522,"Co bot chuc nao ko ,",1,Oppo A71K (No.00454674),15
